molecule_chembl_id,canonical_smiles,standard_value,standard_units,pchembl_value,bioactivity_class,MW,LogP,HBD,HBA
CHEMBL136058,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,8.8,nM,8.06,active,540.4220000000001,2.8641000000000005,3.0,8.0
CHEMBL136058,O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1,8.8,nM,8.06,active,540.4220000000001,2.8641000000000005,3.0,8.0
CHEMBL113128,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NC3CCCCC3)nc21,50000.0,nM,,inactive,403.3130000000003,5.0469000000000035,1.0,4.0
CHEMBL51854,COc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,3.8,nM,8.42,active,332.16100000000006,2.9345,1.0,6.0
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,515.0,nM,6.29,active,446.9100000000004,4.275600000000003,1.0,7.0
CHEMBL95320,C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1,850.0,nM,6.07,active,417.46500000000026,3.8817800000000027,1.0,7.0
CHEMBL8271,O=C1NC(=O)c2cc(Sc3ccccc3)c(Sc3ccccc3)cc21,100000.0,nM,,inactive,363.4630000000001,4.872600000000003,1.0,4.0
CHEMBL298931,Cc1cccc(Nc2ncnc3cnc(N)nc23)c1,17.0,nM,7.77,active,252.28100000000003,2.0540199999999995,2.0,6.0
CHEMBL316764,O=C(O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O,100000.0,nM,,inactive,273.244,2.2521999999999998,4.0,5.0
CHEMBL545315,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,1.5,nM,8.82,active,558.8690000000005,5.235100000000005,2.0,7.0
CHEMBL545315,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,7.4,nM,8.13,active,558.8690000000005,5.235100000000005,2.0,7.0
CHEMBL545315,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,7.4,nM,8.13,active,558.8690000000005,5.235100000000005,2.0,7.0
CHEMBL52591,CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1,4.3,nM,8.37,active,266.308,2.5135200000000006,2.0,6.0
CHEMBL64459,Cc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(C)cc4n3C)n(C)c2c1,100000.0,nM,,inactive,590.7740000000001,8.590840000000002,2.0,4.0
CHEMBL129989,COC(=O)c1cc(/N=C/c2cc(O)ccc2O)ccc1OC,100000.0,nM,,inactive,301.29800000000006,2.6436,2.0,6.0
CHEMBL132907,COC(=O)c1cc(NCc2ccccc2O)ccc1O,20000.0,nM,4.70,inactive,273.28800000000007,2.4965000000000006,3.0,5.0
CHEMBL268368,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,100000.0,nM,,inactive,325.32700000000006,3.839200000000001,3.0,2.0
CHEMBL422292,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1.5,nM,8.82,active,442.2730000000001,3.588700000000001,2.0,7.0
CHEMBL422292,CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,51.0,nM,7.29,active,442.2730000000001,3.588700000000001,2.0,7.0
CHEMBL113023,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C,250.0,nM,6.60,active,441.31800000000015,5.3629200000000035,1.0,5.0
CHEMBL417420,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,2.9,nM,8.54,active,444.3370000000004,3.0601000000000003,2.0,8.0
CHEMBL304414,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,10000.0,nM,5.00,inactive,562.7200000000003,7.9740000000000055,2.0,4.0
CHEMBL327127,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,90.0,nM,7.05,active,427.29100000000017,4.538200000000003,2.0,5.0
CHEMBL294475,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,0.81,nM,9.09,active,430.31000000000034,2.67,2.0,8.0
CHEMBL294475,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,3.1,nM,8.51,active,430.31000000000034,2.67,2.0,8.0
CHEMBL266487,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,50000.0,nM,,inactive,327.3430000000001,3.216400000000001,3.0,2.0
CHEMBL293261,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,850.0,nM,6.07,active,618.8280000000002,7.946600000000007,4.0,4.0
CHEMBL53310,CNc1ncc2ncnc(Nc3ccccc3)c2n1,13.0,nM,7.89,active,252.28100000000003,2.2051,2.0,6.0
CHEMBL285063,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.7,nM,9.15,active,369.22200000000004,4.260400000000002,2.0,4.0
CHEMBL285063,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2.7,nM,8.57,active,369.22200000000004,4.260400000000002,2.0,4.0
CHEMBL136404,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.5,nM,9.30,active,384.2370000000001,4.045500000000002,2.0,5.0
CHEMBL136404,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.7,nM,8.11,active,384.2370000000001,4.045500000000002,2.0,5.0
CHEMBL113356,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3ccccc3)nc21,50000.0,nM,,inactive,411.29200000000014,4.914400000000003,1.0,4.0
CHEMBL291979,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C#N)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C#N)ccc21,54100.0,nM,4.27,inactive,612.7400000000001,7.717360000000005,2.0,6.0
CHEMBL62843,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(O)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(O)c21,100000.0,nM,4.00,inactive,594.7180000000003,7.3852000000000055,4.0,6.0
CHEMBL63009,CN1C(=S)C(C)(C(=O)Nc2ccccc2)c2ccccc21,100000.0,nM,,inactive,296.39500000000004,3.3602000000000016,1.0,2.0
CHEMBL267941,CN(c1ccccc1)c1cc2c(cc1N(C)c1ccccc1)C(=O)NC2=O,50000.0,nM,,inactive,357.41300000000007,4.106000000000003,1.0,4.0
CHEMBL334697,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.17,nM,9.77,active,384.2370000000001,3.679700000000002,1.0,5.0
CHEMBL334697,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,13.0,nM,7.89,active,384.2370000000001,3.679700000000002,1.0,5.0
CHEMBL434827,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.73,nM,9.14,active,526.4390000000001,3.8737000000000013,3.0,7.0
CHEMBL434827,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,21.0,nM,7.68,active,526.4390000000001,3.8737000000000013,3.0,7.0
CHEMBL434827,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,21.0,nM,7.68,active,526.4390000000001,3.8737000000000013,3.0,7.0
CHEMBL292287,Cc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(C)cccc3n1C)n2C,100000.0,nM,,inactive,590.7740000000001,8.590840000000002,2.0,4.0
CHEMBL64068,CC(=O)Oc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC(C)=O)cc4n3C)n(C)c2c1,100000.0,nM,,inactive,678.7919999999999,7.8246000000000056,2.0,8.0
CHEMBL62067,CN1C(=S)C(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,100000.0,nM,,inactive,316.81300000000005,3.839500000000002,1.0,2.0
CHEMBL64814,CSc1c(C(=O)Nc2ccccc2)c2ccccc2n1C,100000.0,nM,,inactive,296.3950000000001,4.1525000000000025,1.0,2.0
CHEMBL137082,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,2.7,nM,8.57,active,497.39700000000005,3.7722000000000024,1.0,7.0
CHEMBL137082,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,156.0,nM,6.81,active,497.39700000000005,3.7722000000000024,1.0,7.0
CHEMBL299347,CN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,50000.0,nM,,inactive,349.22100000000006,3.3683000000000023,0.0,4.0
CHEMBL324926,COc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc(OC)c1,330.0,nM,6.48,active,457.3170000000002,5.063100000000004,1.0,6.0
CHEMBL53311,Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,82.0,nM,7.09,active,336.58000000000004,3.579300000000001,1.0,5.0
CHEMBL62176,CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21,1000.0,nM,6.00,active,282.36800000000005,3.1861000000000015,1.0,2.0
CHEMBL130694,O=C(O)c1cc(/N=C/c2ccccc2O)ccc1O,20000.0,nM,,inactive,257.245,2.546600000000001,3.0,4.0
CHEMBL423159,COC(=O)c1cc(NCc2cccc(O)c2)ccc1O,21000.0,nM,4.68,inactive,273.28800000000007,2.4965000000000006,3.0,5.0
CHEMBL299622,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,0.76,nM,9.12,active,331.177,2.967600000000001,2.0,6.0
CHEMBL299622,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,30.0,nM,7.52,active,331.177,2.967600000000001,2.0,6.0
CHEMBL138363,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1.6,nM,8.80,active,384.2370000000001,4.045500000000002,2.0,5.0
CHEMBL138363,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,44.0,nM,7.36,active,384.2370000000001,4.045500000000002,2.0,5.0
CHEMBL93464,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,0.55,nM,9.26,active,383.2490000000001,4.650500000000003,2.0,4.0
CHEMBL93464,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.7,nM,8.06,active,383.2490000000001,4.650500000000003,2.0,4.0
CHEMBL53831,Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,1.5,nM,8.82,active,317.15000000000003,2.5081000000000007,2.0,6.0
CHEMBL299881,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,2.3,nM,8.64,active,365.44100000000026,2.2159199999999997,2.0,8.0
CHEMBL31965,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,74.0,nM,7.13,active,485.9470000000004,4.391500000000003,2.0,7.0
CHEMBL344486,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2.7,nM,8.57,active,441.2850000000001,4.193700000000002,2.0,6.0
CHEMBL344486,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,64.0,nM,7.19,active,441.2850000000001,4.193700000000002,2.0,6.0
CHEMBL138940,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,0.61,nM,9.21,active,513.9610000000004,2.894100000000001,3.0,8.0
CHEMBL138940,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,14.0,nM,7.85,active,513.9610000000004,2.894100000000001,3.0,8.0
CHEMBL138940,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,14.0,nM,7.85,active,513.9610000000004,2.894100000000001,3.0,8.0
CHEMBL321193,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,150.0,nM,6.82,active,413.2640000000001,4.751500000000003,2.0,5.0
CHEMBL419022,CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,700.0,nM,6.16,active,511.4090000000003,5.931700000000005,1.0,6.0
CHEMBL53426,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,0.25,nM,9.60,active,411.26700000000017,3.3035999999999994,3.0,7.0
CHEMBL53426,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,5.1,nM,8.29,active,411.26700000000017,3.3035999999999994,3.0,7.0
CHEMBL53711,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,2.6,nM,8.59,active,344.216,3.5969000000000015,1.0,5.0
CHEMBL53711,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,12.0,nM,7.92,active,344.216,3.5969000000000015,1.0,5.0
CHEMBL344177,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.69,nM,9.16,active,404.6550000000001,4.2219000000000015,2.0,5.0
CHEMBL344177,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,20.0,nM,7.70,active,404.6550000000001,4.2219000000000015,2.0,5.0
CHEMBL136178,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1.2,nM,8.92,active,411.25900000000007,4.2196000000000025,2.0,5.0
CHEMBL136511,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1.4,nM,8.85,active,405.2770000000001,4.0211000000000015,2.0,5.0
CHEMBL136511,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2.7,nM,8.57,active,405.2770000000001,4.0211000000000015,2.0,5.0
CHEMBL416307,Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,3.0,nM,8.52,active,346.398,2.84952,3.0,7.0
CHEMBL64165,Cc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(C)c4n3C)n(C)c12,100000.0,nM,,inactive,590.774,8.590840000000002,2.0,4.0
CHEMBL130116,O=C(O)c1cccc(/N=C/c2cc(O)ccc2O)c1,20000.0,nM,,inactive,257.245,2.5465999999999998,3.0,4.0
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,1000.0,nM,6.00,active,270.24,2.576800000000001,3.0,5.0
CHEMBL136102,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1.45,nM,8.84,active,512.412,3.117800000000001,2.0,7.0
CHEMBL136102,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,193.0,nM,6.71,active,512.412,3.117800000000001,2.0,7.0
CHEMBL336264,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.43,nM,9.37,active,391.25000000000006,3.448100000000002,1.0,6.0
CHEMBL336264,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,500.0,nM,,active,391.25000000000006,3.448100000000002,1.0,6.0
CHEMBL104153,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,220.0,nM,6.66,active,427.2910000000001,5.054500000000003,1.0,5.0
CHEMBL53156,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,3.1,nM,8.51,active,330.1890000000001,3.5726000000000013,2.0,5.0
CHEMBL53156,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,20.0,nM,7.70,active,330.1890000000001,3.5726000000000013,2.0,5.0
CHEMBL95774,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,80.0,nM,7.10,active,509.96900000000045,4.868180000000005,2.0,7.0
CHEMBL130893,COC(=O)c1ccc(/N=C/c2cc(O)ccc2O)cc1O,10000.0,nM,,inactive,287.271,2.3406000000000007,3.0,6.0
CHEMBL129907,O=C(O)c1cccc(NCc2cc(O)ccc2O)c1,20000.0,nM,,inactive,259.26099999999997,2.4081,4.0,4.0
CHEMBL268868,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,300.0,nM,6.52,active,329.35900000000004,4.057400000000001,3.0,4.0
CHEMBL7352,COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,50000.0,nM,,inactive,389.4110000000001,4.074600000000001,3.0,6.0
CHEMBL7352,COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,100000.0,nM,,inactive,389.4110000000001,4.074600000000001,3.0,6.0
CHEMBL7775,CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,100000.0,nM,,inactive,343.3860000000001,4.081700000000002,2.0,4.0
CHEMBL8222,COC(=O)c1cc(Nc2ccccc2)c(Nc2ccccc2)cc1C(=O)OC,100000.0,nM,,inactive,376.41200000000015,4.747000000000003,2.0,6.0
CHEMBL53711,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.006,nM,,active,344.216,3.5969000000000015,1.0,5.0
CHEMBL53711,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,21.0,nM,7.68,active,344.216,3.5969000000000015,1.0,5.0
CHEMBL60200,Cc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(C)ccc3n1C)n2C,100000.0,nM,,inactive,590.7740000000001,8.590840000000002,2.0,4.0
CHEMBL64231,Cn1c(SSCc2ccccc2)c(C(=O)Nc2ccccc2)c2ccccc21,100000.0,nM,,inactive,404.5600000000002,6.371100000000004,1.0,3.0
CHEMBL335440,O=S(=O)(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,93.5,nM,7.03,active,409.2650000000001,2.2969,2.0,7.0
CHEMBL50647,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CC(=O)O)cc3)nc21,220.0,nM,6.66,active,455.3010000000002,4.673000000000004,2.0,5.0
CHEMBL320705,COc1ccccc1Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,66.0,nM,7.18,active,427.2910000000001,5.054500000000003,1.0,5.0
CHEMBL51228,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,2.3,nM,8.64,active,425.2940000000002,3.6246,2.0,7.0
CHEMBL130117,COC(=O)c1cc(/N=C/c2ccc(O)cc2)ccc1O,10000.0,nM,,inactive,271.272,2.635000000000001,2.0,5.0
CHEMBL113863,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,1000.0,nM,6.00,active,435.3110000000003,4.359200000000002,2.0,5.0
CHEMBL62699,CN1C(=S)C(C(=O)Nc2ccccc2)c2cccnc21,100000.0,nM,,inactive,283.35600000000005,2.581100000000001,1.0,3.0
CHEMBL92086,C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1.2,nM,8.92,active,383.249,4.650500000000003,2.0,4.0
CHEMBL92086,C=C(C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,16.0,nM,7.80,active,383.249,4.650500000000003,2.0,4.0
CHEMBL109631,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21,190.0,nM,6.72,active,441.27400000000017,4.744100000000002,2.0,5.0
CHEMBL52015,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,84.0,nM,7.08,active,343.228,4.201900000000003,1.0,4.0
CHEMBL53796,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,9.6,nM,8.02,active,344.216,3.5969000000000015,1.0,5.0
CHEMBL53796,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,32.0,nM,7.50,active,344.216,3.5969000000000015,1.0,5.0
CHEMBL51853,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.13,nM,9.89,active,316.16200000000003,3.113100000000001,2.0,5.0
CHEMBL51853,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,16.0,nM,7.80,active,316.16200000000003,3.113100000000001,2.0,5.0
CHEMBL294205,COc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC)cccc3n1C)n2C,100000.0,nM,,inactive,622.772,7.9912000000000045,2.0,6.0
CHEMBL293913,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(O)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(O)cc21,44000.0,nM,4.36,inactive,594.7180000000003,7.3852000000000055,4.0,6.0
CHEMBL133283,COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1O,10000.0,nM,5.00,inactive,289.28700000000003,2.2021,4.0,6.0
CHEMBL7929,O=C1NC(=O)c2cc(Nc3ccc(-c4ccccc4)cc3)c(Nc3ccc(-c4ccccc4)cc3)cc21,50000.0,nM,,inactive,481.5550000000002,7.391400000000005,3.0,4.0
CHEMBL7929,O=C1NC(=O)c2cc(Nc3ccc(-c4ccccc4)cc3)c(Nc3ccc(-c4ccccc4)cc3)cc21,100000.0,nM,,inactive,481.5550000000002,7.391400000000005,3.0,4.0
CHEMBL334801,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,1.1,nM,8.96,active,498.3850000000001,3.0935000000000006,3.0,7.0
CHEMBL334801,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,57.0,nM,7.24,active,498.3850000000001,3.0935000000000006,3.0,7.0
CHEMBL334801,CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,57.0,nM,7.24,active,498.3850000000001,3.0935000000000006,3.0,7.0
CHEMBL325589,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccnc3)nc21,510.0,nM,6.29,active,398.2530000000001,4.440900000000003,1.0,5.0
CHEMBL59812,CC(=O)Oc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(OC(C)=O)cccc3n1C)n2C,20000.0,nM,4.70,inactive,678.792,7.824600000000006,2.0,8.0
CHEMBL130337,COC(=O)c1cc(NCc2ccc(O)cc2)ccc1O,10000.0,nM,,inactive,273.28800000000007,2.4965000000000006,3.0,5.0
CHEMBL434828,O=C(/C=C/c1ccccc1)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.1,nM,8.04,active,446.3080000000001,5.182800000000003,2.0,5.0
CHEMBL434828,O=C(/C=C/c1ccccc1)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,77.0,nM,7.11,active,446.3080000000001,5.182800000000003,2.0,5.0
CHEMBL50519,COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,4.3,nM,8.37,active,331.17300000000006,3.539500000000002,1.0,5.0
CHEMBL63455,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(F)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(F)ccc21,100000.0,nM,,inactive,598.7000000000003,8.252200000000002,2.0,4.0
CHEMBL293250,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(O)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(O)ccc21,40500.0,nM,4.39,inactive,594.7180000000003,7.3852000000000055,4.0,6.0
CHEMBL62701,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccnc3n2C)c(C(=O)Nc2ccccc2)c2cccnc21,22300.0,nM,4.65,inactive,564.6960000000003,6.764000000000005,2.0,6.0
CHEMBL51659,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,0.91,nM,9.04,active,370.21000000000004,3.655400000000002,2.0,5.0
CHEMBL51659,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,3.4,nM,8.47,active,370.21000000000004,3.655400000000002,2.0,5.0
CHEMBL135142,O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1.75,nM,8.76,active,437.21900000000016,5.192900000000002,2.0,4.0
CHEMBL135142,O=C(/C=C/C(F)(F)F)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,35.0,nM,7.46,active,437.21900000000016,5.192900000000002,2.0,4.0
CHEMBL343722,C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1.6,nM,8.80,active,381.23300000000006,4.415500000000002,2.0,4.0
CHEMBL343722,C=C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,120.0,nM,6.92,active,381.23300000000006,4.415500000000002,2.0,4.0
CHEMBL448154,CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21,490.0,nM,6.31,active,412.2800000000001,4.923800000000003,1.0,5.0
CHEMBL303127,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccc(Cl)cc3n2C)c(C(=O)Nc2ccccc2)c2ccc(Cl)cc21,100000.0,nM,,inactive,631.6100000000001,9.280799999999996,2.0,4.0
CHEMBL104244,CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1,210.0,nM,6.68,active,475.42400000000026,3.7418000000000013,1.0,6.0
CHEMBL53777,CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,0.95,nM,9.02,active,345.20400000000006,2.9919000000000002,1.0,6.0
CHEMBL53777,CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,22.0,nM,7.66,active,345.20400000000006,2.9919000000000002,1.0,6.0
CHEMBL61278,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C(F)(F)F)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C(F)(F)F)ccc21,100000.0,nM,,inactive,698.7140000000003,10.011599999999993,2.0,4.0
CHEMBL267869,N#Cc1ccc(Nc2cc3c(cc2Nc2ccc(C#N)cc2)C(=O)NC3=O)cc1,100000.0,nM,,inactive,379.3790000000001,3.800760000000002,3.0,6.0
CHEMBL140561,CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,2.4,nM,8.62,active,498.38100000000014,4.125500000000002,2.0,7.0
CHEMBL140561,CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,108.0,nM,6.97,active,498.38100000000014,4.125500000000002,2.0,7.0
